COD,Deptos,Municipio,Poblaciòn Menor de 1 año,POLIO,% VOP,DPT,% DPT,BCG,%BCG,HB,% HB,HiB,%Hib,Poblaciòn de 1 año,T.V.,%Triple Viral,F.A.,%F.A.,Rotavirus 2da Dosis,Neumococo 3ra Dosis   1er. Año,Neumococo 2da Dosis     (12-23 meses),Neumococo Dosis Unica (24-35 meses),TOTALES,,,
13052,BOLÍVAR,Arjona," 1,413   ",1469,104.0,1456,103.0,1200,84.9,1456,103.0,1456,103.0," 1,420 ",1229,86.5,1329,93.6,805,0,0,0," 10,400 ",,,
13062,BOLÍVAR,Arroyohondo, 214   ,127,59.3,126,58.9,128,59.8,126,58.9,126,58.9, 213 ,167,78.4,104,48.8,72,0,0,0, 976 ,,,
13074,BOLÍVAR,Barranco de Loba, 459   ,447,97.4,447,97.4,424,92.4,447,97.4,447,97.4, 449 ,433,96.4,433,96.4,147,3,3,0," 3,231 ",,,
13140,BOLÍVAR,Calamar, 503   ,598,118.9,598,118.9,501,99.6,598,118.9,598,118.9, 501 ,565,112.8,502,100.2,270,0,13,0," 4,243 ",,,
13160,BOLÍVAR,Cantagallo, 188   ,189,100.5,192,102.1,178,94.7,192,102.1,192,102.1, 187 ,194,103.7,217,116.0,25,0,0,0," 1,379 ",,,
13188,BOLÍVAR,Cicuco, 248   ,234,94.4,236,95.2,225,90.7,236,95.2,236,95.2, 247 ,254,102.8,274,110.9,86,0,0,0," 1,781 ",,,
13212,BOLÍVAR,Córdoba, 336   ,393,117.0,367,109.2,461,137.2,367,109.2,367,109.2, 328 ,363,110.7,373,113.7,223,0,3,0," 2,917 ",,,
13222,BOLÍVAR,Clemencia, 297   ,286,96.3,314,105.7,184,62.0,314,105.7,314,105.7, 294 ,310,105.4,294,100.0,100,0,0,0," 2,116 ",,,
13244,BOLÍVAR,El Carmen de Bolívar," 1,813   ",1320,72.8,1313,72.4,1313,72.4,1313,72.4,1313,72.4," 1,778 ",1244,70.0,1178,66.3,638,17,80,0," 9,729 ",,,
13248,BOLÍVAR,El Guamo, 156   ,145,92.9,155,99.4,138,88.5,155,99.4,155,99.4, 154 ,137,89.0,154,100.0,108,5,0,0," 1,152 ",,,
13268,BOLÍVAR,El Peñón, 231   ,237,102.6,237,102.6,203,87.9,237,102.6,237,102.6, 224 ,238,106.3,237,105.8,135,0,0,0," 1,761 ",,,
13300,BOLÍVAR,Hatillo de Loba, 329   ,386,117.3,386,117.3,356,108.2,386,117.3,386,117.3, 319 ,353,110.7,306,95.9,152,0,0,0," 2,711 ",,,
13430,BOLÍVAR,Magangué," 2,733   ",2750,100.6,2735,100.1,3237,118.4,2735,100.1,2735,100.1," 2,708 ",2834,104.7,2901,107.1,1549,42,22,1," 21,541 ",,,
13433,BOLÍVAR,Mahates, 532   ,433,81.4,444,83.5,389,73.1,444,83.5,444,83.5, 527 ,438,83.1,457,86.7,278,0,3,0," 3,330 ",,,
13440,BOLÍVAR,Margarita, 238   ,235,98.7,235,98.7,209,87.8,235,98.7,235,98.7, 229 ,215,93.9,211,92.1,87,0,0,0," 1,662 ",,,
13442,BOLÍVAR,María La Baja," 1,195   ",1144,95.7,1144,95.7,1101,92.1,1144,95.7,1144,95.7," 1,174 ",1159,98.7,1137,96.8,524,25,40,6," 8,568 ",,,
13458,BOLÍVAR,Montecristo, 467   ,264,56.5,299,64.0,279,59.7,299,64.0,299,64.0, 458 ,296,64.6,376,82.1,139,0,0,0," 2,251 ",,,
13468,BOLÍVAR,Mompós," 1,000   ",1005,100.5,1003,100.3,1102,110.2,1003,100.3,1003,100.3, 986 ,1056,107.1,1005,101.9,490,7,0,0," 7,674 ",,,
13473,BOLÍVAR,Morales, 487   ,512,105.1,512,105.1,485,99.6,512,105.1,512,105.1, 476 ,394,82.8,436,91.6,192,7,16,13," 3,591 ",,,
13490,BOLÍVAR,Norosí, 140   ,142,101.4,142,101.4,138,98.6,142,101.4,142,101.4, 139 ,130,93.5,144,103.6,53,0,0,0," 1,033 ",,,
13549,BOLÍVAR,Pinillos, 676   ,800,118.3,830,122.8,858,126.9,830,122.8,830,122.8, 660 ,691,104.7,746,113.0,278,0,0,0," 5,863 ",,,
13580,BOLÍVAR,Regidor, 260   ,130,50.0,130,50.0,125,48.1,130,50.0,130,50.0, 257 ,135,52.5,141,54.9,44,1,2,0, 968 ,,,
13600,BOLÍVAR,Río Viejo, 430   ,271,63.0,271,63.0,280,65.1,271,63.0,271,63.0, 428 ,262,61.2,265,61.9,81,7,4,1," 1,984 ",,,
13620,BOLÍVAR,San Cristóbal, 127   ,114,89.8,111,87.4,109,85.8,111,87.4,111,87.4, 126 ,120,95.2,120,95.2,56,8,5,0, 865 ,,,
13647,BOLÍVAR,San Estanislao, 374   ,226,60.4,223,59.6,237,63.4,223,59.6,223,59.6, 371 ,267,72.0,284,76.5,93,0,3,0," 1,779 ",,,
13650,BOLÍVAR,San Fernando, 334   ,338,101.2,338,101.2,328,98.2,338,101.2,338,101.2, 327 ,266,81.3,287,87.8,90,5,1,0," 2,329 ",,,
13654,BOLÍVAR,San Jacinto, 432   ,448,103.7,469,108.6,409,94.7,469,108.6,469,108.6, 424 ,448,105.7,457,107.8,127,0,0,0," 3,296 ",,,
13655,BOLÍVAR,San Jacinto del Cauca, 308   ,243,78.9,243,78.9,205,66.6,243,78.9,243,78.9, 303 ,273,90.1,273,90.1,99,0,0,0," 1,822 ",,,
13657,BOLÍVAR,San Juan Nepomuceno, 666   ,788,118.3,768,115.3,609,91.4,768,115.3,768,115.3, 659 ,758,115.0,753,114.3,501,0,0,0," 5,713 ",,,
13667,BOLÍVAR,San Martín de Loba, 432   ,441,102.1,441,102.1,395,91.4,441,102.1,441,102.1, 414 ,401,96.9,428,103.4,211,0,0,0," 3,199 ",,,
13670,BOLÍVAR,San Pablo, 717   ,697,97.2,707,98.6,680,94.8,707,98.6,707,98.6, 707 ,669,94.6,711,100.6,353,8,4,0," 5,243 ",,,
13673,BOLÍVAR,Santa Catalina, 311   ,261,83.9,267,85.9,296,95.2,267,85.9,267,85.9, 308 ,200,64.9,223,72.4,95,0,0,0," 1,876 ",,,
13683,BOLÍVAR,Santa Rosa, 484   ,424,87.6,410,84.7,357,73.8,410,84.7,410,84.7, 481 ,378,78.6,459,95.4,194,21,0,0," 3,063 ",,,
13688,BOLÍVAR,Santa Rosa del Sur, 985   ,816,82.8,830,84.3,479,48.6,830,84.3,830,84.3, 978 ,790,80.8,824,84.3,292,14,0,1," 5,706 ",,,
13744,BOLÍVAR,Simití, 534   ,566,106.0,566,106.0,511,95.7,566,106.0,566,106.0, 527 ,474,89.9,453,86.0,136,21,0,0," 3,859 ",,,
13760,BOLÍVAR,Soplaviento, 155   ,140,90.3,140,90.3,116,74.8,140,90.3,140,90.3, 151 ,145,96.0,154,102.0,80,0,0,0," 1,055 ",,,
13780,BOLÍVAR,Talaigua Nuevo, 279   ,249,89.2,249,89.2,246,88.2,249,89.2,249,89.2, 276 ,303,109.8,291,105.4,120,0,0,0," 1,956 ",,,
13810,BOLÍVAR,Tiquisio, 600   ,586,97.7,586,97.7,369,61.5,586,97.7,586,97.7, 582 ,481,82.6,410,70.4,160,0,0,0," 3,764 ",,,
13836,BOLÍVAR,Turbaco," 1,226   ",1332,108.6,1479,120.6,861,70.2,1479,120.6,1479,120.6," 1,232 ",1424,115.6,1371,111.3,608,0,0,0," 10,033 ",,,
13838,BOLÍVAR,Turbaná, 344   ,220,64.0,254,73.8,139,40.4,254,73.8,254,73.8, 346 ,292,84.4,324,93.6,181,1,1,0," 1,920 ",,,
13873,BOLÍVAR,Villanueva, 410   ,708,172.7,706,172.2,334,81.5,706,172.2,706,172.2, 410 ,590,143.9,507,123.7,187,10,108,136," 4,698 ",,,
13894,BOLÍVAR,Zambrano, 266   ,273,102.6,273,102.6,290,109.0,273,102.6,273,102.6, 259 ,303,117.0,292,112.7,174,0,0,0," 2,151 ",,,
15001,BOYACÁ,Tunja," 2,941   ",2926,99.5,2932,99.7,5721,194.5,2932,99.7,2932,99.7," 3,009 ",3153,104.8,3105,103.2,2062,92,146,50," 26,051 ",,,
15022,BOYACÁ,Almeida, 33   ,16,48.5,16,48.5,0,0.0,16,48.5,16,48.5, 33 ,23,69.7,23,69.7,13,1,0,0, 124 ,,,
15047,BOYACÁ,Aquitania, 353   ,347,98.3,347,98.3,126,35.7,347,98.3,347,98.3, 356 ,343,96.3,343,96.3,142,22,43,7," 2,414 ",,,
15051,BOYACÁ,Arcabuco, 110   ,99,90.0,99,90.0,6,5.5,99,90.0,99,90.0, 109 ,97,89.0,98,89.9,87,7,1,5, 697 ,,,
15087,BOYACÁ,Belén, 141   ,141,100.0,143,101.4,5,3.5,143,101.4,143,101.4, 140 ,159,113.6,173,123.6,88,0,1,0, 996 ,,,
15090,BOYACÁ,Berbeo, 42   ,23,54.8,23,54.8,0,0.0,23,54.8,23,54.8, 43 ,24,55.8,24,55.8,20,0,3,0, 163 ,,,
15092,BOYACÁ,Beteitiva, 44   ,46,104.5,46,104.5,2,4.5,46,104.5,46,104.5, 46 ,45,97.8,45,97.8,35,2,0,0, 313 ,,,
15097,BOYACÁ,Boavita, 114   ,63,55.3,63,55.3,6,5.3,63,55.3,63,55.3, 119 ,51,42.9,52,43.7,48,1,0,0, 410 ,,,
15104,BOYACÁ,Boyacá, 106   ,80,75.5,80,75.5,6,5.7,80,75.5,80,75.5, 106 ,97,91.5,102,96.2,58,0,1,0, 584 ,,,
15106,BOYACÁ,Briceño, 53   ,52,98.1,52,98.1,2,3.8,52,98.1,52,98.1, 52 ,47,90.4,47,90.4,35,0,0,0, 339 ,,,
15109,BOYACÁ,Buenavista, 113   ,70,61.9,70,61.9,32,28.3,70,61.9,70,61.9, 114 ,79,69.3,83,72.8,49,0,0,0, 523 ,,,
15114,BOYACÁ,Busbanza, 17   ,17,100.0,17,100.0,0,0.0,17,100.0,17,100.0, 16 ,16,100.0,15,93.8,8,0,0,0, 107 ,,,
15131,BOYACÁ,Caldas, 61   ,49,80.3,49,80.3,2,3.3,49,80.3,49,80.3, 64 ,61,95.3,61,95.3,35,3,0,0, 358 ,,,
15135,BOYACÁ,Campohermoso, 83   ,84,101.2,84,101.2,11,13.3,84,101.2,84,101.2, 85 ,85,100.0,85,100.0,33,1,0,0, 551 ,,,
15162,BOYACÁ,Cerinza, 62   ,65,104.8,65,104.8,2,3.2,65,104.8,65,104.8, 64 ,69,107.8,69,107.8,46,1,4,0, 451 ,,,
15172,BOYACÁ,Chinavita, 57   ,42,73.7,42,73.7,0,0.0,42,73.7,42,73.7, 59 ,46,78.0,49,83.1,28,2,4,0, 297 ,,,
15176,BOYACÁ,Chiquinquirá," 1,095   ",1186,108.3,1186,108.3,2113,193.0,1186,108.3,1186,108.3," 1,121 ",1116,99.6,1116,99.6,905,31,43,2," 10,070 ",,,
15180,BOYACÁ,Chiscas, 91   ,54,59.3,50,54.9,13,14.3,50,54.9,50,54.9, 94 ,62,66.0,64,68.1,32,3,19,0, 397 ,,,
15183,BOYACÁ,Chita, 247   ,188,76.1,188,76.1,108,43.7,188,76.1,188,76.1, 248 ,186,75.0,186,75.0,136,4,19,1," 1,392 ",,,
15185,BOYACÁ,Chitaraque, 118   ,110,93.2,110,93.2,13,11.0,110,93.2,110,93.2, 119 ,110,92.4,111,93.3,79,1,18,2, 774 ,,,
15187,BOYACÁ,Chivatá, 113   ,52,46.0,51,45.1,5,4.4,51,45.1,51,45.1, 114 ,53,46.5,54,47.4,37,2,2,0, 358 ,,,
15189,BOYACÁ,Ciénega, 92   ,88,95.7,88,95.7,1,1.1,88,95.7,88,95.7, 91 ,91,100.0,93,102.2,57,2,1,0, 597 ,,,
15204,BOYACÁ,Combita, 199   ,149,74.9,149,74.9,10,5.0,149,74.9,149,74.9, 200 ,142,71.0,137,68.5,91,2,0,0, 978 ,,,
15212,BOYACÁ,Coper, 77   ,56,72.7,56,72.7,11,14.3,56,72.7,56,72.7, 78 ,66,84.6,66,84.6,40,0,7,18, 432 ,,,
15215,BOYACÁ,Corrales, 43   ,44,102.3,44,102.3,0,0.0,44,102.3,44,102.3, 42 ,42,100.0,42,100.0,38,2,1,1, 302 ,,,
15218,BOYACÁ,Covarachía, 60   ,37,61.7,37,61.7,0,0.0,37,61.7,37,61.7, 58 ,36,62.1,36,62.1,24,2,0,0, 246 ,,,
15223,BOYACÁ,Cubará, 167   ,157,94.0,157,94.0,190,113.8,157,94.0,157,94.0, 164 ,189,115.2,189,115.2,87,30,93,72," 1,478 ",,,
15224,BOYACÁ,Cucaita, 96   ,112,116.7,113,117.7,5,5.2,113,117.7,113,117.7, 99 ,105,106.1,105,106.1,63,4,0,1, 734 ,,,
15226,BOYACÁ,Cuítiva, 32   ,44,137.5,44,137.5,0,0.0,44,137.5,44,137.5, 36 ,36,100.0,37,102.8,27,0,0,0, 276 ,,,
15232,BOYACÁ,Chiquiza, 127   ,94,74.0,94,74.0,5,3.9,94,74.0,94,74.0, 124 ,88,71.0,86,69.4,33,2,0,0, 590 ,,,
15236,BOYACÁ,Chivor, 44   ,23,52.3,22,50.0,0,0.0,22,50.0,22,50.0, 45 ,28,62.2,28,62.2,23,0,0,0, 168 ,,,
15238,BOYACÁ,Duitama," 1,870   ",1980,105.9,1980,105.9,2840,151.9,1980,105.9,1980,105.9," 1,923 ",2114,109.9,2112,109.8,1361,34,25,4," 16,410 ",,,
15244,BOYACÁ,El Cocuy, 105   ,69,65.7,77,73.3,60,57.1,77,73.3,77,73.3, 109 ,79,72.5,83,76.1,57,4,4,0, 587 ,,,
15248,BOYACÁ,El Espino, 66   ,44,66.7,44,66.7,6,9.1,44,66.7,44,66.7, 69 ,46,66.7,50,72.5,16,3,0,0, 297 ,,,
15272,BOYACÁ,Firavitoba, 96   ,92,95.8,92,95.8,0,0.0,92,95.8,92,95.8, 97 ,101,104.1,102,105.2,61,0,0,0, 632 ,,,
15276,BOYACÁ,Floresta, 70   ,51,72.9,44,62.9,0,0.0,44,62.9,44,62.9, 75 ,53,70.7,52,69.3,27,0,0,0, 315 ,,,
15293,BOYACÁ,Gachantivá, 62   ,51,82.3,52,83.9,5,8.1,52,83.9,52,83.9, 62 ,43,69.4,43,69.4,35,0,0,0, 333 ,,,
15296,BOYACÁ,Gámeza, 108   ,108,100.0,108,100.0,4,3.7,108,100.0,108,100.0, 108 ,108,100.0,108,100.0,83,6,4,0, 745 ,,,
15299,BOYACÁ,Garagoa, 306   ,268,87.6,268,87.6,367,119.9,268,87.6,268,87.6, 309 ,218,70.6,218,70.6,169,11,4,2," 2,061 ",,,
15317,BOYACÁ,Guacamayas, 30   ,22,73.3,23,76.7,1,3.3,23,76.7,23,76.7, 29 ,23,79.3,23,79.3,13,1,1,2, 155 ,,,
15322,BOYACÁ,Guateque, 160   ,190,118.8,190,118.8,347,216.9,190,118.8,190,118.8, 160 ,195,121.9,195,121.9,115,1,0,0," 1,613 ",,,
15325,BOYACÁ,Guayatá, 64   ,60,93.8,60,93.8,8,12.5,60,93.8,60,93.8, 67 ,51,76.1,51,76.1,21,0,0,0, 371 ,,,
15332,BOYACÁ,Guicán, 195   ,80,41.0,74,37.9,74,37.9,74,37.9,74,37.9, 197 ,82,41.6,85,43.1,47,0,1,20, 611 ,,,
15362,BOYACÁ,Iza, 33   ,33,100.0,33,100.0,0,0.0,33,100.0,33,100.0, 35 ,28,80.0,29,82.9,20,0,0,0, 209 ,,,
15367,BOYACÁ,Jenesano, 134   ,121,90.3,121,90.3,8,6.0,121,90.3,121,90.3, 137 ,105,76.6,105,76.6,78,8,9,0, 797 ,,,
15368,BOYACÁ,Jericó, 75   ,83,110.7,82,109.3,22,29.3,82,109.3,82,109.3, 75 ,66,88.0,67,89.3,49,2,12,1, 548 ,,,
15377,BOYACÁ,Labranzagrande, 89   ,58,65.2,59,66.3,24,27.0,59,66.3,59,66.3, 88 ,66,75.0,69,78.4,49,0,0,0, 443 ,,,
15380,BOYACÁ,La Capilla, 39   ,20,51.3,20,51.3,0,0.0,20,51.3,20,51.3, 41 ,29,70.7,30,73.2,18,0,0,0, 157 ,,,
15401,BOYACÁ,La Victoria, 32   ,41,128.1,42,131.3,9,28.1,42,131.3,42,131.3, 32 ,59,184.4,60,187.5,21,1,0,0, 317 ,,,
15403,BOYACÁ,La Uvita, 49   ,42,85.7,42,85.7,3,6.1,42,85.7,42,85.7, 49 ,49,100.0,50,102.0,26,2,0,0, 298 ,,,
15407,BOYACÁ,Villa de Leiva, 237   ,229,96.6,229,96.6,196,82.7,229,96.6,229,96.6, 241 ,233,96.7,231,95.9,146,8,4,4," 1,738 ",,,
15425,BOYACÁ,Macanal, 80   ,48,60.0,49,61.3,25,31.3,49,61.3,49,61.3, 81 ,62,76.5,74,91.4,29,1,6,1, 393 ,,,
15442,BOYACÁ,Maripí, 180   ,86,47.8,85,47.2,58,32.2,85,47.2,85,47.2, 178 ,115,64.6,116,65.2,36,1,5,4, 676 ,,,
15455,BOYACÁ,Miraflores, 157   ,155,98.7,155,98.7,286,182.2,155,98.7,155,98.7, 158 ,154,97.5,154,97.5,98,9,3,0," 1,324 ",,,
15464,BOYACÁ,Mongua, 102   ,136,133.3,136,133.3,16,15.7,136,133.3,136,133.3, 103 ,137,133.0,136,132.0,80,7,3,2, 925 ,,,
15466,BOYACÁ,Monguí, 94   ,89,94.7,88,93.6,36,38.3,88,93.6,88,93.6, 95 ,83,87.4,86,90.5,49,12,10,5, 634 ,,,
15469,BOYACÁ,Moniquirá, 391   ,353,90.3,353,90.3,664,169.8,353,90.3,353,90.3, 390 ,349,89.5,334,85.6,155,13,16,0," 2,943 ",,,
15476,BOYACÁ,Motavita, 159   ,166,104.4,166,104.4,3,1.9,166,104.4,166,104.4, 158 ,159,100.6,162,102.5,99,3,0,0," 1,090 ",,,
15480,BOYACÁ,Muzo, 204   ,309,151.5,306,150.0,92,45.1,306,150.0,306,150.0, 207 ,253,122.2,254,122.7,93,0,4,0," 1,923 ",,,
15491,BOYACÁ,Nobsa, 284   ,289,101.8,289,101.8,7,2.5,289,101.8,289,101.8, 293 ,305,104.1,302,103.1,113,4,1,2," 1,890 ",,,
15494,BOYACÁ,Nuevo Colón, 127   ,82,64.6,81,63.8,4,3.1,81,63.8,81,63.8, 125 ,94,75.2,94,75.2,48,0,0,0, 565 ,,,
15500,BOYACÁ,Oicatá, 57   ,54,94.7,50,87.7,3,5.3,50,87.7,50,87.7, 59 ,53,89.8,53,89.8,44,0,1,0, 358 ,,,
15507,BOYACÁ,Otanche, 254   ,138,54.3,133,52.4,113,44.5,133,52.4,133,52.4, 256 ,168,65.6,147,57.4,71,18,16,0," 1,070 ",,,
15511,BOYACÁ,Pachavita, 46   ,42,91.3,41,89.1,1,2.2,41,89.1,41,89.1, 45 ,42,93.3,42,93.3,15,0,2,0, 267 ,,,
15514,BOYACÁ,Páez, 70   ,46,65.7,46,65.7,3,4.3,46,65.7,46,65.7, 68 ,35,51.5,35,51.5,38,3,0,0, 298 ,,,
15516,BOYACÁ,Paipa, 532   ,537,100.9,537,100.9,136,25.6,537,100.9,537,100.9, 540 ,557,103.1,557,103.1,335,8,0,0," 3,741 ",,,
15518,BOYACÁ,Pajarito, 35   ,38,108.6,38,108.6,1,2.9,38,108.6,38,108.6, 35 ,44,125.7,43,122.9,21,0,1,0, 262 ,,,
15522,BOYACÁ,Panqueba, 23   ,20,87.0,20,87.0,0,0.0,20,87.0,20,87.0, 26 ,17,65.4,18,69.2,17,0,0,0, 132 ,,,
15531,BOYACÁ,Pauna, 217   ,119,54.8,119,54.8,60,27.6,119,54.8,119,54.8, 220 ,126,57.3,126,57.3,95,3,4,8, 898 ,,,
15533,BOYACÁ,Paya, 44   ,20,45.5,20,45.5,20,45.5,20,45.5,20,45.5, 44 ,26,59.1,21,47.7,19,0,0,0, 166 ,,,
15537,BOYACÁ,Paz del Río, 94   ,90,95.7,90,95.7,10,10.6,90,95.7,90,95.7, 93 ,96,103.2,95,102.2,49,1,3,1, 615 ,,,
15542,BOYACÁ,Pesca, 154   ,141,91.6,141,91.6,9,5.8,141,91.6,141,91.6, 162 ,113,69.8,114,70.4,112,4,8,0, 924 ,,,
15550,BOYACÁ,Pisba, 25   ,30,120.0,30,120.0,12,48.0,30,120.0,30,120.0, 24 ,23,95.8,23,95.8,6,0,0,0, 184 ,,,
15572,BOYACÁ,Puerto Boyacá," 1,078   ",1059,98.2,1056,98.0,923,85.6,1056,98.0,1056,98.0," 1,085 ",1015,93.5,1014,93.5,630,10,30,60," 7,909 ",,,
15580,BOYACÁ,Quipama, 145   ,64,44.1,66,45.5,18,12.4,66,45.5,66,45.5, 148 ,65,43.9,59,39.9,36,2,3,0, 445 ,,,
15599,BOYACÁ,Ramiriquí, 207   ,189,91.3,189,91.3,146,70.5,189,91.3,189,91.3, 213 ,196,92.0,203,95.3,108,3,24,1," 1,437 ",,,
15600,BOYACÁ,Ráquira, 293   ,107,36.5,107,36.5,16,5.5,107,36.5,107,36.5, 305 ,124,40.7,124,40.7,93,2,3,1, 791 ,,,
15621,BOYACÁ,Rondón, 51   ,49,96.1,48,94.1,0,0.0,48,94.1,48,94.1, 53 ,55,103.8,55,103.8,39,0,0,0, 342 ,,,
15632,BOYACÁ,Saboyá, 248   ,207,83.5,208,83.9,16,6.5,208,83.9,208,83.9, 250 ,210,84.0,221,88.4,151,1,10,0," 1,440 ",,,
15638,BOYACÁ,Sáchica, 91   ,92,101.1,93,102.2,3,3.3,93,102.2,93,102.2, 91 ,85,93.4,85,93.4,50,2,4,0, 600 ,,,
15646,BOYACÁ,Samacá, 426   ,424,99.5,424,99.5,154,36.2,424,99.5,424,99.5, 433 ,334,77.1,344,79.4,279,6,3,6," 2,822 ",,,
15660,BOYACÁ,San Eduardo, 42   ,32,76.2,32,76.2,0,0.0,32,76.2,32,76.2, 41 ,24,58.5,24,58.5,14,0,0,0, 190 ,,,
15664,BOYACÁ,San José de Pare, 104   ,67,64.4,67,64.4,3,2.9,67,64.4,67,64.4, 107 ,80,74.8,81,75.7,58,0,2,0, 492 ,,,
15667,BOYACÁ,San Luis de Gaceno, 111   ,117,105.4,117,105.4,48,43.2,117,105.4,117,105.4, 112 ,114,101.8,115,102.7,35,0,0,0, 780 ,,,
15673,BOYACÁ,San Mateo, 72   ,54,75.0,54,75.0,3,4.2,54,75.0,54,75.0, 73 ,47,64.4,47,64.4,43,0,0,0, 356 ,,,
15676,BOYACÁ,San Miguel de Sema, 87   ,50,57.5,50,57.5,0,0.0,50,57.5,50,57.5, 89 ,65,73.0,65,73.0,34,0,0,0, 364 ,,,
15681,BOYACÁ,San Pablo de Borbur, 204   ,181,88.7,162,79.4,28,13.7,162,79.4,162,79.4, 211 ,165,78.2,165,78.2,23,0,0,1," 1,049 ",,,
15686,BOYACÁ,Santana, 164   ,163,99.4,163,99.4,12,7.3,163,99.4,163,99.4, 161 ,157,97.5,158,98.1,103,1,3,0," 1,086 ",,,
15690,BOYACÁ,Santa María, 92   ,79,85.9,79,85.9,11,12.0,79,85.9,79,85.9, 91 ,65,71.4,65,71.4,51,0,0,0, 508 ,,,
15693,BOYACÁ,Santa Rosa de Viterbo, 219   ,126,57.5,126,57.5,5,2.3,126,57.5,126,57.5, 225 ,111,49.3,111,49.3,93,1,7,0, 832 ,,,
15696,BOYACÁ,Santa Sofía, 55   ,52,94.5,52,94.5,0,0.0,52,94.5,52,94.5, 55 ,48,87.3,48,87.3,50,4,4,0, 362 ,,,
15720,BOYACÁ,Sativanorte, 44   ,27,61.4,27,61.4,3,6.8,27,61.4,27,61.4, 44 ,25,56.8,25,56.8,25,1,0,0, 187 ,,,
15723,BOYACÁ,Sativasur, 20   ,10,50.0,10,50.0,3,15.0,10,50.0,10,50.0, 19 ,21,110.5,20,105.3,9,0,1,2, 96 ,,,
15740,BOYACÁ,Siachoque, 208   ,176,84.6,176,84.6,4,1.9,176,84.6,176,84.6, 204 ,150,73.5,159,77.9,127,8,2,0," 1,154 ",,,
15753,BOYACÁ,Soatá, 123   ,125,101.6,125,101.6,537,436.6,125,101.6,125,101.6, 129 ,120,93.0,120,93.0,84,2,9,2," 1,374 ",,,
15755,BOYACÁ,Socotá, 158   ,188,119.0,188,119.0,90,57.0,188,119.0,188,119.0, 159 ,166,104.4,166,104.4,114,1,1,2," 1,292 ",,,
15757,BOYACÁ,Socha, 135   ,166,123.0,166,123.0,69,51.1,166,123.0,166,123.0, 140 ,162,115.7,162,115.7,122,2,6,2," 1,189 ",,,
15759,BOYACÁ,Sogamoso," 1,895   ",2177,114.9,2177,114.9,2858,150.8,2177,114.9,2177,114.9," 1,933 ",2020,104.5,2027,104.9,1536,91,75,22," 17,337 ",,,
15761,BOYACÁ,Somondoco, 58   ,19,32.8,17,29.3,0,0.0,17,29.3,17,29.3, 60 ,23,38.3,21,35.0,15,0,0,0, 129 ,,,
15762,BOYACÁ,Sora, 69   ,47,68.1,47,68.1,1,1.4,47,68.1,47,68.1, 68 ,36,52.9,36,52.9,38,0,2,1, 302 ,,,
15763,BOYACÁ,Sotaquirá, 186   ,161,86.6,160,86.0,4,2.2,160,86.0,160,86.0, 189 ,140,74.1,141,74.6,90,2,4,0," 1,022 ",,,
15764,BOYACÁ,Soracá, 127   ,114,89.8,114,89.8,5,3.9,114,89.8,114,89.8, 125 ,125,100.0,125,100.0,75,0,1,0, 787 ,,,
15774,BOYACÁ,Susacón, 58   ,40,69.0,40,69.0,1,1.7,40,69.0,40,69.0, 59 ,29,49.2,29,49.2,32,1,0,0, 252 ,,,
15776,BOYACÁ,Sutamarchán, 114   ,88,77.2,88,77.2,5,4.4,88,77.2,88,77.2, 114 ,105,92.1,106,93.0,47,3,0,0, 618 ,,,
15778,BOYACÁ,Sutatenza, 65   ,32,49.2,32,49.2,0,0.0,32,49.2,32,49.2, 65 ,51,78.5,51,78.5,17,6,1,0, 254 ,,,
15790,BOYACÁ,Tasco, 128   ,131,102.3,131,102.3,13,10.2,131,102.3,131,102.3, 131 ,129,98.5,129,98.5,104,2,4,3, 908 ,,,
15798,BOYACÁ,Tenza, 62   ,40,64.5,40,64.5,2,3.2,40,64.5,40,64.5, 63 ,51,81.0,47,74.6,34,3,9,6, 312 ,,,
15804,BOYACÁ,Tibaná, 168   ,135,80.4,135,80.4,18,10.7,135,80.4,135,80.4, 171 ,146,85.4,146,85.4,95,1,0,0, 946 ,,,
15806,BOYACÁ,Tibasosa, 243   ,147,60.5,147,60.5,0,0.0,147,60.5,147,60.5, 249 ,143,57.4,145,58.2,96,6,6,0, 984 ,,,
15808,BOYACÁ,Tinjacá, 56   ,39,69.6,40,71.4,0,0.0,40,71.4,40,71.4, 55 ,37,67.3,44,80.0,32,0,11,0, 283 ,,,
15810,BOYACÁ,Tipacoque, 62   ,55,88.7,55,88.7,2,3.2,55,88.7,55,88.7, 63 ,43,68.3,41,65.1,40,0,2,0, 348 ,,,
15814,BOYACÁ,Toca, 203   ,179,88.2,179,88.2,66,32.5,179,88.2,179,88.2, 207 ,196,94.7,196,94.7,136,4,0,0," 1,314 ",,,
15816,BOYACÁ,Toguí, 112   ,79,70.5,80,71.4,4,3.6,80,71.4,80,71.4, 110 ,93,84.5,93,84.5,58,6,6,4, 583 ,,,
15820,BOYACÁ,Tópaga, 72   ,67,93.1,63,87.5,0,0.0,63,87.5,63,87.5, 69 ,74,107.2,74,107.2,39,1,1,0, 445 ,,,
15822,BOYACÁ,Tota, 90   ,104,115.6,103,114.4,8,8.9,103,114.4,103,114.4, 95 ,106,111.6,106,111.6,67,1,3,0, 704 ,,,
15832,BOYACÁ,Tununguá, 34   ,23,67.6,23,67.6,1,2.9,23,67.6,23,67.6, 33 ,21,63.6,17,51.5,15,0,0,0, 146 ,,,
