COD,Deptos,Municipio,Poblaciòn Menor de 1 año,POLIO,% VOP,DPT,% DPT,BCG,%BCG,HB,% HB,HiB,%Hib,Poblaciòn de 1 año,T.V.,%Triple Viral,F.A.,%F.A.,Rotavirus 2da Dosis,Neumococo 3ra Dosis   1er. Año,Neumococo 2da Dosis     (12-23 meses),Neumococo Dosis Unica (24-35 meses),TOTALES,,,
25126,CUNDINAMARCA,Cajicá, 918   ,712,77.6,712,77.6,680,74.1,712,77.6,712,77.6, 925 ,833,90.1,823,89.0,516,12,9,2," 5,723 ",,,
25148,CUNDINAMARCA,Caparrapí, 295   ,174,59.0,174,59.0,167,56.6,174,59.0,174,59.0, 292 ,197,67.5,191,65.4,109,0,0,25," 1,385 ",,,
25151,CUNDINAMARCA,Caqueza, 305   ,274,89.8,274,89.8,251,82.3,274,89.8,274,89.8, 304 ,315,103.6,311,102.3,185,0,5,5," 2,168 ",,,
25154,CUNDINAMARCA,Carmen de Carupa, 152   ,206,135.5,206,135.5,111,73.0,206,135.5,206,135.5, 150 ,197,131.3,177,118.0,50,0,0,0," 1,359 ",,,
25168,CUNDINAMARCA,Chaguaní, 80   ,34,42.5,34,42.5,30,37.5,34,42.5,34,42.5, 79 ,41,51.9,38,48.1,18,2,0,0, 265 ,,,
25175,CUNDINAMARCA,Chía," 1,886   ",1371,72.7,1371,72.7,2251,119.4,1371,72.7,1371,72.7," 1,899 ",1393,73.4,1338,70.5,642,49,20,8," 11,185 ",,,
25178,CUNDINAMARCA,Chipaque, 172   ,132,76.7,132,76.7,128,74.4,132,76.7,132,76.7, 170 ,149,87.6,121,71.2,79,0,0,0," 1,005 ",,,
25181,CUNDINAMARCA,Choachí, 214   ,137,64.0,137,64.0,120,56.1,137,64.0,137,64.0, 213 ,150,70.4,155,72.8,91,3,6,2," 1,075 ",,,
25183,CUNDINAMARCA,Chocontá, 409   ,356,87.0,356,87.0,350,85.6,356,87.0,356,87.0, 403 ,399,99.0,389,96.5,200,8,19,4," 2,793 ",,,
25200,CUNDINAMARCA,Cogua, 375   ,271,72.3,271,72.3,217,57.9,271,72.3,271,72.3, 375 ,272,72.5,204,54.4,154,7,0,1," 1,939 ",,,
25214,CUNDINAMARCA,Cota, 398   ,287,72.1,287,72.1,250,62.8,287,72.1,287,72.1, 399 ,315,78.9,299,74.9,121,5,11,2," 2,151 ",,,
25224,CUNDINAMARCA,Cucunubá, 176   ,129,73.3,129,73.3,139,79.0,129,73.3,129,73.3, 175 ,172,98.3,178,101.7,62,2,5,0," 1,074 ",,,
25245,CUNDINAMARCA,El Colegio, 353   ,261,73.9,261,73.9,197,55.8,261,73.9,261,73.9, 350 ,278,79.4,290,82.9,97,5,0,0," 1,911 ",,,
25258,CUNDINAMARCA,El Peñón, 75   ,57,76.0,57,76.0,43,57.3,57,76.0,57,76.0, 75 ,49,65.3,48,64.0,26,0,0,0, 394 ,,,
25260,CUNDINAMARCA,El Rosal, 336   ,398,118.5,398,118.5,214,63.7,399,118.8,398,118.5, 339 ,330,97.3,309,91.2,145,4,2,0," 2,597 ",,,
25269,CUNDINAMARCA,Facatativa," 2,305   ",2418,104.9,2418,104.9,2315,100.4,2418,104.9,2418,104.9," 2,325 ",2543,109.4,2330,100.2,1337,68,31,4," 18,300 ",,,
25279,CUNDINAMARCA,Fómeque, 213   ,157,73.7,157,73.7,113,53.1,157,73.7,157,73.7, 210 ,185,88.1,155,73.8,104,5,8,0," 1,198 ",,,
25281,CUNDINAMARCA,Fosca, 144   ,107,74.3,107,74.3,96,66.7,107,74.3,107,74.3, 142 ,104,73.2,103,72.5,74,4,45,2, 856 ,,,
25286,CUNDINAMARCA,Funza," 1,259   ",1213,96.3,1213,96.3,1180,93.7,1213,96.3,1213,96.3," 1,264 ",1239,98.0,1249,98.8,269,10,3,0," 8,802 ",,,
25288,CUNDINAMARCA,Fúquene, 106   ,76,71.7,76,71.7,60,56.6,76,71.7,76,71.7, 104 ,74,71.2,76,73.1,26,1,5,0, 546 ,,,
25290,CUNDINAMARCA,Fusagasugá," 2,009   ",1947,96.9,1947,96.9,2244,111.7,1947,96.9,1947,96.9," 1,998 ",1900,95.1,1631,81.6,937,49,8,3," 14,560 ",,,
25293,CUNDINAMARCA,Gachalá, 143   ,62,43.4,62,43.4,43,30.1,62,43.4,62,43.4, 140 ,62,44.3,53,37.9,17,0,0,0, 423 ,,,
25295,CUNDINAMARCA,Gachancipá, 301   ,133,44.2,133,44.2,129,42.9,133,44.2,133,44.2, 300 ,165,55.0,120,40.0,19,0,0,0, 965 ,,,
25297,CUNDINAMARCA,Gachetá, 203   ,123,60.6,123,60.6,250,123.2,124,61.1,123,60.6, 201 ,141,70.1,141,70.1,49,5,11,1," 1,091 ",,,
25299,CUNDINAMARCA,Gama, 52   ,34,65.4,34,65.4,38,73.1,34,65.4,34,65.4, 52 ,47,90.4,55,105.8,19,0,0,0, 295 ,,,
25307,CUNDINAMARCA,Girardot," 1,562   ",1564,100.1,1564,100.1,2596,166.2,1565,100.2,1564,100.1," 1,563 ",1624,103.9,1546,98.9,880,13,36,38," 12,990 ",,,
25312,CUNDINAMARCA,Granada, 163   ,86,52.8,86,52.8,18,11.0,86,52.8,86,52.8, 162 ,113,69.8,138,85.2,39,0,0,0, 652 ,,,
25317,CUNDINAMARCA,Guachetá, 228   ,304,133.3,304,133.3,234,102.6,304,133.3,304,133.3, 224 ,291,129.9,261,116.5,133,0,0,0," 2,135 ",,,
25320,CUNDINAMARCA,Guaduas, 663   ,338,51.0,337,50.8,269,40.6,337,50.8,337,50.8, 659 ,342,51.9,336,51.0,228,0,4,0," 2,528 ",,,
25322,CUNDINAMARCA,Guasca, 271   ,206,76.0,206,76.0,96,35.4,206,76.0,206,76.0, 271 ,196,72.3,200,73.8,113,3,4,0," 1,436 ",,,
25324,CUNDINAMARCA,Guataquí, 52   ,25,48.1,25,48.1,48,92.3,25,48.1,25,48.1, 53 ,33,62.3,32,60.4,7,0,0,0, 220 ,,,
25326,CUNDINAMARCA,Guatavita, 126   ,68,54.0,68,54.0,92,73.0,68,54.0,68,54.0, 125 ,99,79.2,99,79.2,40,0,0,0, 602 ,,,
25328,CUNDINAMARCA,Guayabal de Siquima, 69   ,39,56.5,39,56.5,53,76.8,39,56.5,39,56.5, 65 ,63,96.9,60,92.3,26,0,0,0, 358 ,,,
25335,CUNDINAMARCA,Guayabetal, 83   ,75,90.4,75,90.4,74,89.2,75,90.4,75,90.4, 82 ,80,97.6,75,91.5,43,0,0,0, 572 ,,,
25339,CUNDINAMARCA,Gutiérrez, 69   ,63,91.3,63,91.3,59,85.5,63,91.3,63,91.3, 67 ,34,50.7,37,55.2,12,0,0,0, 394 ,,,
25368,CUNDINAMARCA,Jerusalén, 60   ,30,50.0,30,50.0,21,35.0,30,50.0,30,50.0, 57 ,41,71.9,38,66.7,12,17,1,3, 253 ,,,
25372,CUNDINAMARCA,Junín, 147   ,68,46.3,68,46.3,65,44.2,68,46.3,68,46.3, 141 ,73,51.8,68,48.2,32,0,0,0, 510 ,,,
25377,CUNDINAMARCA,La Calera, 440   ,242,55.0,242,55.0,115,26.1,242,55.0,242,55.0, 441 ,290,65.8,314,71.2,150,5,0,0," 1,842 ",,,
25386,CUNDINAMARCA,La Mesa, 485   ,477,98.4,477,98.4,314,64.7,477,98.4,477,98.4, 478 ,478,100.0,379,79.3,219,4,3,2," 3,307 ",,,
25394,CUNDINAMARCA,La Palma, 169   ,84,49.7,84,49.7,86,50.9,84,49.7,84,49.7, 167 ,91,54.5,82,49.1,53,0,0,0, 648 ,,,
25398,CUNDINAMARCA,La Peña, 110   ,59,53.6,59,53.6,49,44.5,59,53.6,59,53.6, 109 ,76,69.7,81,74.3,35,5,17,5, 504 ,,,
25402,CUNDINAMARCA,La Vega, 224   ,167,74.6,167,74.6,180,80.4,167,74.6,167,74.6, 223 ,184,82.5,155,69.5,81,0,8,1," 1,277 ",,,
25407,CUNDINAMARCA,Lenguazaque, 210   ,220,104.8,220,104.8,211,100.5,220,104.8,220,104.8, 203 ,184,90.6,177,87.2,112,4,1,0," 1,569 ",,,
25426,CUNDINAMARCA,Machetá, 122   ,80,65.6,80,65.6,74,60.7,80,65.6,80,65.6, 119 ,79,66.4,69,58.0,31,0,0,0, 573 ,,,
25430,CUNDINAMARCA,Madrid," 1,376   ",1523,110.7,1523,110.7,1280,93.0,1523,110.7,1523,110.7," 1,379 ",1600,116.0,1227,89.0,745,17,28,24," 11,013 ",,,
25436,CUNDINAMARCA,Manta, 93   ,32,34.4,32,34.4,26,28.0,32,34.4,32,34.4, 91 ,29,31.9,40,44.0,16,0,6,0, 245 ,,,
25438,CUNDINAMARCA,Medina, 233   ,192,82.4,192,82.4,80,34.3,192,82.4,192,82.4, 228 ,179,78.5,172,75.4,100,0,0,0," 1,299 ",,,
25473,CUNDINAMARCA,Mosquera," 1,369   ",1077,78.7,1077,78.7,896,65.4,1077,78.7,1077,78.7," 1,371 ",957,69.8,843,61.5,348,16,6,3," 7,377 ",,,
25483,CUNDINAMARCA,Nariño, 40   ,33,82.5,33,82.5,12,30.0,33,82.5,33,82.5, 40 ,23,57.5,14,35.0,20,0,0,0, 201 ,,,
25486,CUNDINAMARCA,Nemocón, 265   ,278,104.9,278,104.9,176,66.4,278,104.9,278,104.9, 263 ,288,109.5,288,109.5,149,0,0,0," 2,013 ",,,
25488,CUNDINAMARCA,Nilo, 240   ,103,42.9,103,42.9,20,8.3,103,42.9,103,42.9, 237 ,84,35.4,60,25.3,42,0,0,0, 618 ,,,
25489,CUNDINAMARCA,Nimaima, 118   ,30,25.4,30,25.4,6,5.1,30,25.4,30,25.4, 116 ,29,25.0,33,28.4,19,0,2,6, 215 ,,,
25491,CUNDINAMARCA,Nocaima, 96   ,63,65.6,63,65.6,34,35.4,63,65.6,63,65.6, 95 ,85,89.5,86,90.5,21,0,0,0, 478 ,,,
25506,CUNDINAMARCA,Venecia (Ospina Pérez), 47   ,95,202.1,95,202.1,57,121.3,95,202.1,95,202.1, 46 ,69,150.0,63,137.0,15,0,0,0, 584 ,,,
25513,CUNDINAMARCA,Pacho, 507   ,343,67.7,343,67.7,296,58.4,343,67.7,343,67.7, 497 ,340,68.4,319,64.2,203,6,23,0," 2,559 ",,,
25518,CUNDINAMARCA,Paime, 98   ,44,44.9,44,44.9,38,38.8,44,44.9,44,44.9, 93 ,76,81.7,43,46.2,18,0,0,29, 380 ,,,
25524,CUNDINAMARCA,Pandi, 100   ,57,57.0,57,57.0,37,37.0,57,57.0,57,57.0, 99 ,62,62.6,60,60.6,44,0,0,0, 431 ,,,
25530,CUNDINAMARCA,Paratebueno, 178   ,178,100.0,180,101.1,62,34.8,178,100.0,180,101.1, 176 ,182,103.4,203,115.3,86,0,0,0," 1,249 ",,,
25535,CUNDINAMARCA,Pasca, 256   ,130,50.8,130,50.8,187,73.0,130,50.8,130,50.8, 252 ,129,51.2,124,49.2,65,0,0,1," 1,026 ",,,
25572,CUNDINAMARCA,Puerto Salgar, 330   ,161,48.8,161,48.8,110,33.3,161,48.8,161,48.8, 326 ,166,50.9,159,48.8,36,0,0,0," 1,115 ",,,
25580,CUNDINAMARCA,Pulí, 54   ,21,38.9,21,38.9,10,18.5,21,38.9,21,38.9, 55 ,21,38.2,27,49.1,23,0,0,0, 165 ,,,
25592,CUNDINAMARCA,Quebradanegra, 85   ,42,49.4,42,49.4,17,20.0,42,49.4,42,49.4, 83 ,56,67.5,47,56.6,36,1,0,0, 325 ,,,
25594,CUNDINAMARCA,Quetame, 122   ,69,56.6,69,56.6,62,50.8,69,56.6,69,56.6, 121 ,78,64.5,78,64.5,41,0,0,0, 535 ,,,
25596,CUNDINAMARCA,Quipile, 178   ,101,56.7,101,56.7,60,33.7,101,56.7,101,56.7, 172 ,92,53.5,99,57.6,57,0,0,0, 712 ,,,
25599,CUNDINAMARCA,Apulo (Rafael Reyes), 130   ,139,106.9,139,106.9,79,60.8,139,106.9,139,106.9, 128 ,155,121.1,162,126.6,59,0,0,1," 1,012 ",,,
25612,CUNDINAMARCA,Ricaurte, 146   ,150,102.7,150,102.7,40,27.4,150,102.7,150,102.7, 144 ,145,100.7,140,97.2,45,11,20,1," 1,002 ",,,
25645,CUNDINAMARCA,San Antonio del Tequendama, 211   ,106,50.2,106,50.2,43,20.4,106,50.2,106,50.2, 208 ,102,49.0,106,51.0,40,0,0,0, 715 ,,,
25649,CUNDINAMARCA,San Bernardo, 199   ,195,98.0,195,98.0,124,62.3,196,98.5,195,98.0, 193 ,176,91.2,175,90.7,72,1,0,0," 1,329 ",,,
25653,CUNDINAMARCA,San Cayetano, 108   ,44,40.7,44,40.7,40,37.0,44,40.7,44,40.7, 105 ,64,61.0,63,60.0,22,0,0,0, 365 ,,,
25658,CUNDINAMARCA,San Francisco, 187   ,101,54.0,101,54.0,96,51.3,101,54.0,101,54.0, 180 ,120,66.7,120,66.7,49,0,2,1, 792 ,,,
25662,CUNDINAMARCA,San Juan de Rioseco, 167   ,178,106.6,178,106.6,87,52.1,178,106.6,178,106.6, 165 ,173,104.8,190,115.2,34,2,3,0," 1,201 ",,,
25718,CUNDINAMARCA,Sasaima, 167   ,195,116.8,195,116.8,150,89.8,195,116.8,195,116.8, 165 ,157,95.2,144,87.3,115,0,0,0," 1,346 ",,,
25736,CUNDINAMARCA,Sesquilé, 233   ,138,59.2,138,59.2,159,68.2,138,59.2,138,59.2, 233 ,159,68.2,151,64.8,44,0,0,0," 1,065 ",,,
25740,CUNDINAMARCA,Sibaté, 627   ,410,65.4,410,65.4,60,9.6,410,65.4,410,65.4, 629 ,510,81.1,566,90.0,196,16,13,0," 3,001 ",,,
25743,CUNDINAMARCA,Silvania, 378   ,374,98.9,374,98.9,256,67.7,374,98.9,374,98.9, 374 ,316,84.5,327,87.4,125,1,0,0," 2,521 ",,,
25745,CUNDINAMARCA,Simijaca, 253   ,257,101.6,257,101.6,106,41.9,257,101.6,257,101.6, 252 ,259,102.8,264,104.8,125,2,11,3," 1,798 ",,,
25754,CUNDINAMARCA,Soacha," 8,799   ",5068,57.6,5067,57.6,4350,49.4,5067,57.6,5067,57.6," 8,812 ",5476,62.1,3430,38.9,2249,55,100,6," 35,935 ",,,
25758,CUNDINAMARCA,Sopó, 444   ,339,76.4,339,76.4,295,66.4,339,76.4,339,76.4, 446 ,353,79.1,336,75.3,153,5,1,6," 2,505 ",,,
25769,CUNDINAMARCA,Subachoque, 250   ,176,70.4,176,70.4,136,54.4,176,70.4,176,70.4, 249 ,158,63.5,151,60.6,110,6,0,0," 1,265 ",,,
25772,CUNDINAMARCA,Suesca, 366   ,221,60.4,221,60.4,162,44.3,221,60.4,221,60.4, 366 ,251,68.6,236,64.5,147,2,8,0," 1,690 ",,,
25777,CUNDINAMARCA,Supatá, 114   ,46,40.4,46,40.4,42,36.8,46,40.4,46,40.4, 113 ,33,29.2,54,47.8,21,2,0,0, 336 ,,,
25779,CUNDINAMARCA,Susa, 247   ,120,48.6,120,48.6,88,35.6,120,48.6,120,48.6, 245 ,102,41.6,102,41.6,74,2,5,0, 853 ,,,
25781,CUNDINAMARCA,Sutatausa, 104   ,90,86.5,90,86.5,86,82.7,90,86.5,90,86.5, 102 ,106,103.9,106,103.9,35,1,3,0, 697 ,,,
25785,CUNDINAMARCA,Tabio, 436   ,195,44.7,195,44.7,150,34.4,195,44.7,195,44.7, 436 ,199,45.6,214,49.1,55,0,0,0," 1,398 ",,,
25793,CUNDINAMARCA,Tausa, 182   ,127,69.8,127,69.8,132,72.5,127,69.8,127,69.8, 178 ,129,72.5,127,71.3,61,7,1,0, 965 ,,,
25797,CUNDINAMARCA,Tena, 181   ,54,29.8,54,29.8,76,42.0,54,29.8,54,29.8, 180 ,35,19.4,34,18.9,10,0,0,0, 371 ,,,
25799,CUNDINAMARCA,Tenjo, 396   ,325,82.1,325,82.1,214,54.0,325,82.1,325,82.1, 393 ,366,93.1,311,79.1,202,4,3,1," 2,401 ",,,
25805,CUNDINAMARCA,Tibacuy, 100   ,70,70.0,70,70.0,33,33.0,70,70.0,70,70.0, 98 ,74,75.5,60,61.2,19,0,0,0, 466 ,,,
25807,CUNDINAMARCA,Tibirita, 66   ,30,45.5,30,45.5,26,39.4,30,45.5,30,45.5, 62 ,26,41.9,26,41.9,13,0,0,0, 211 ,,,
25815,CUNDINAMARCA,Tocaima, 296   ,291,98.3,291,98.3,167,56.4,291,98.3,291,98.3, 296 ,299,101.0,283,95.6,135,1,0,0," 2,049 ",,,
25817,CUNDINAMARCA,Tocancipá, 618   ,546,88.3,546,88.3,283,45.8,546,88.3,546,88.3, 620 ,494,79.7,503,81.1,256,1,1,0," 3,722 ",,,
25823,CUNDINAMARCA,Topaipí, 92   ,52,56.5,52,56.5,39,42.4,52,56.5,52,56.5, 90 ,54,60.0,54,60.0,21,0,0,0, 376 ,,,
25839,CUNDINAMARCA,Ubalá, 260   ,100,38.5,100,38.5,66,25.4,100,38.5,100,38.5, 253 ,129,51.0,122,48.2,11,0,0,5, 733 ,,,
25841,CUNDINAMARCA,Ubaque, 123   ,83,67.5,83,67.5,84,68.3,83,67.5,83,67.5, 122 ,93,76.2,73,59.8,50,4,20,0, 656 ,,,
25843,CUNDINAMARCA,Ubaté, 786   ,702,89.3,702,89.3,730,92.9,702,89.3,702,89.3, 780 ,774,99.2,781,100.1,540,1,50,5," 5,689 ",,,
25845,CUNDINAMARCA,Une, 155   ,99,63.9,99,63.9,99,63.9,99,63.9,99,63.9, 153 ,106,69.3,106,69.3,49,1,2,1, 760 ,,,
25851,CUNDINAMARCA,Utica, 91   ,53,58.2,53,58.2,55,60.4,53,58.2,53,58.2, 90 ,50,55.6,50,55.6,26,6,14,3, 416 ,,,
25862,CUNDINAMARCA,Vergara, 141   ,78,55.3,78,55.3,138,97.9,78,55.3,78,55.3, 139 ,67,48.2,71,51.1,21,0,0,0, 609 ,,,
25867,CUNDINAMARCA,Vianí, 75   ,46,61.3,46,61.3,49,65.3,46,61.3,46,61.3, 75 ,42,56.0,44,58.7,11,0,0,0, 330 ,,,
25871,CUNDINAMARCA,Villagómez, 43   ,37,86.0,37,86.0,33,76.7,37,86.0,37,86.0, 41 ,20,48.8,14,34.1,11,0,0,0, 226 ,,,
25873,CUNDINAMARCA,Villapinzón, 418   ,260,62.2,260,62.2,219,52.4,260,62.2,260,62.2, 412 ,274,66.5,238,57.8,132,0,3,0," 1,906 ",,,
25875,CUNDINAMARCA,Villeta, 437   ,419,95.9,419,95.9,401,91.8,419,95.9,419,95.9, 435 ,419,96.3,425,97.7,238,10,21,6," 3,196 ",,,
25878,CUNDINAMARCA,Viotá, 228   ,254,111.4,254,111.4,219,96.1,254,111.4,254,111.4, 221 ,192,86.9,199,90.0,103,13,8,12," 1,762 ",,,
25885,CUNDINAMARCA,Yacopí, 315   ,190,60.3,190,60.3,172,54.6,190,60.3,190,60.3, 313 ,180,57.5,185,59.1,42,8,4,0," 1,351 ",,,
25898,CUNDINAMARCA,Zipacón, 112   ,42,37.5,42,37.5,40,35.7,42,37.5,42,37.5, 111 ,40,36.0,44,39.6,16,2,0,0, 310 ,,,
25899,CUNDINAMARCA,Zipaquirá," 2,047   ",1736,84.8,1736,84.8,1890,92.3,1737,84.9,1736,84.8," 2,064 ",1844,89.3,1872,90.7,1171,137,14,17," 13,890 ",,,
27001,CHOCÓ,Quibdó," 3,240   ",2908,89.8,2908,89.8,3806,117.5,2908,89.8,2908,89.8," 3,209 ",3068,95.6,3165,98.6,1366,33,46,0," 23,116 ",,,
27006,CHOCÓ,Acandí, 266   ,278,104.5,278,104.5,206,77.4,278,104.5,278,104.5, 260 ,282,108.5,330,126.9,109,0,0,0," 2,039 ",,,
27025,CHOCÓ,Alto Baudó (Pie de Pato)," 1,037   ",424,40.9,424,40.9,445,42.9,424,40.9,424,40.9," 1,015 ",459,45.2,497,49.0,45,0,28,13," 3,183 ",,,
27050,CHOCÓ,Atrato, 246   ,124,50.4,124,50.4,68,27.6,124,50.4,124,50.4, 243 ,142,58.4,141,58.0,64,1,0,0, 912 ,,,
27073,CHOCÓ,Bagadó, 243   ,109,44.9,109,44.9,149,61.3,109,44.9,109,44.9, 239 ,179,74.9,182,76.2,31,1,0,0, 978 ,,,
27075,CHOCÓ,Bahía Solano (Mutis), 268   ,283,105.6,283,105.6,367,136.9,283,105.6,283,105.6, 265 ,269,101.5,269,101.5,63,0,0,0," 2,100 ",,,
27077,CHOCÓ,Bajo Baudó (Pizarro), 553   ,323,58.4,323,58.4,350,63.3,323,58.4,323,58.4, 544 ,456,83.8,416,76.5,52,0,0,0," 2,566 ",,,
27086,CHOCÓ,Belén de Bajirá, -     ,0,#¡DIV/0!,0,#¡DIV/0!,0,#¡DIV/0!,0,#¡DIV/0!,0,#¡DIV/0!, -   ,0,#¡DIV/0!,0,#¡DIV/0!,0,0,0,0, -   ,,,
27099,CHOCÓ,Bojayá (Bellavista), 290   ,285,98.3,285,98.3,168,57.9,285,98.3,285,98.3, 289 ,322,111.4,322,111.4,5,0,12,0," 1,969 ",,,
27135,CHOCÓ,El Cantón de San Pablo, 199   ,130,65.3,130,65.3,108,54.3,130,65.3,130,65.3, 196 ,135,68.9,135,68.9,58,0,1,0, 957 ,,,
27150,CHOCÓ,Carmen del Darién, 151   ,97,64.2,97,64.2,141,93.4,97,64.2,97,64.2, 150 ,157,104.7,157,104.7,23,0,0,0, 866 ,,,
27160,CHOCÓ,Certegui, 213   ,208,97.7,208,97.7,80,37.6,208,97.7,208,97.7, 213 ,187,87.8,197,92.5,73,0,0,0," 1,369 ",,,
27205,CHOCÓ,Condoto, 347   ,352,101.4,352,101.4,286,82.4,353,101.7,352,101.4, 342 ,327,95.6,327,95.6,131,8,5,0," 2,493 ",,,
27245,CHOCÓ,El Carmen de Atrato, 371   ,172,46.4,172,46.4,160,43.1,172,46.4,172,46.4, 370 ,162,43.8,162,43.8,109,0,4,0," 1,285 ",,,
27250,CHOCÓ,El Litoral del San Juan, 444   ,279,62.8,279,62.8,429,96.6,279,62.8,279,62.8, 447 ,385,86.1,416,93.1,63,0,0,0," 2,409 ",,,
27361,CHOCÓ,Istmina, 644   ,458,71.1,458,71.1,400,62.1,458,71.1,458,71.1, 632 ,551,87.2,602,95.3,225,1,0,0," 3,611 ",,,
27372,CHOCÓ,Juradó, 103   ,136,132.0,136,132.0,120,116.5,136,132.0,136,132.0, 101 ,133,131.7,124,122.8,30,0,0,0, 951 ,,,
27413,CHOCÓ,Lloró, 303   ,149,49.2,149,49.2,217,71.6,149,49.2,149,49.2, 305 ,181,59.3,218,71.5,72,4,0,0," 1,288 ",,,
27425,CHOCÓ,Medio Atrato, 576   ,162,28.1,162,28.1,158,27.4,162,28.1,162,28.1, 568 ,256,45.1,236,41.5,24,0,0,0," 1,322 ",,,
27430,CHOCÓ,Medio Baudó (Boca de Pepe), 362   ,213,58.8,213,58.8,385,106.4,231,63.8,213,58.8, 361 ,426,118.0,372,103.0,64,0,0,0," 2,117 ",,,
27450,CHOCÓ,Medio San Juan, 422   ,276,65.4,276,65.4,221,52.4,276,65.4,276,65.4, 417 ,323,77.5,328,78.7,108,2,14,0," 2,100 ",,,
27491,CHOCÓ,Nóvita, 230   ,204,88.7,204,88.7,110,47.8,204,88.7,204,88.7, 228 ,171,75.0,173,75.9,64,0,0,0," 1,334 ",,,
27495,CHOCÓ,Nuquí, 233   ,131,56.2,131,56.2,165,70.8,131,56.2,131,56.2, 232 ,198,85.3,204,87.9,34,0,0,0," 1,125 ",,,
27580,CHOCÓ,Río Iro, 251   ,196,78.1,196,78.1,232,92.4,196,78.1,196,78.1, 251 ,239,95.2,239,95.2,55,0,7,0," 1,556 ",,,
27600,CHOCÓ,Río Quito, 241   ,156,64.7,156,64.7,113,46.9,156,64.7,156,64.7, 239 ,155,64.9,156,65.3,39,0,2,0," 1,089 ",,,
27615,CHOCÓ,Riosucio, 884   ,835,94.5,835,94.5,855,96.7,835,94.5,835,94.5, 875 ,957,109.4,947,108.2,102,0,6,0," 6,207 ",,,
27660,CHOCÓ,San José del Palmar, 159   ,153,96.2,153,96.2,142,89.3,153,96.2,153,96.2, 156 ,181,116.0,184,117.9,71,0,3,0," 1,193 ",,,
27745,CHOCÓ,Sipí, 107   ,97,90.7,97,90.7,67,62.6,97,90.7,97,90.7, 107 ,97,90.7,96,89.7,45,0,10,0, 703 ,,,
27787,CHOCÓ,Tadó, 547   ,528,96.5,528,96.5,383,70.0,528,96.5,528,96.5, 537 ,523,97.4,531,98.9,166,5,2,0," 3,722 ",,,
27800,CHOCÓ,Unguía, 392   ,350,89.3,351,89.5,306,78.1,351,89.5,351,89.5, 391 ,378,96.7,375,95.9,99,0,0,0," 2,561 ",,,
27810,CHOCÓ,Unión Panamericana, 254   ,220,86.6,220,86.6,131,51.6,220,86.6,220,86.6, 252 ,185,73.4,196,77.8,58,0,0,0," 1,450 ",,,
41001,HUILA,Neiva," 5,449   ",6259,114.9,6256,114.8,8381,153.8,6256,114.8,6256,114.8," 5,518 ",6481,117.5,6478,117.4,4629,0,0,0," 50,996 ",,,
41006,HUILA,Acevedo, 774   ,745,96.3,757,97.8,532,68.7,757,97.8,757,97.8, 765 ,772,100.9,751,98.2,408,1,62,0," 5,542 ",,,
41013,HUILA,Agrado, 209   ,182,87.1,182,87.1,83,39.7,182,87.1,182,87.1, 207 ,193,93.2,175,84.5,110,0,0,0," 1,289 ",,,
41016,HUILA,Aipe, 504   ,460,91.3,460,91.3,118,23.4,460,91.3,460,91.3, 504 ,430,85.3,431,85.5,215,2,81,0," 3,117 ",,,
41020,HUILA,Algeciras, 562   ,526,93.6,526,93.6,176,31.3,526,93.6,526,93.6, 557 ,542,97.3,535,96.1,300,2,46,0," 3,705 ",,,
41026,HUILA,Altamira, 88   ,57,64.8,57,64.8,46,52.3,57,64.8,57,64.8, 88 ,64,72.7,66,75.0,35,5,0,0, 444 ,,,
41078,HUILA,Baraya, 207   ,181,87.4,181,87.4,57,27.5,181,87.4,181,87.4, 203 ,199,98.0,199,98.0,109,4,6,0," 1,298 ",,,
41132,HUILA,Campoalegre, 661   ,664,100.5,664,100.5,239,36.2,664,100.5,664,100.5, 662 ,679,102.6,722,109.1,394,17,54,0," 4,761 ",,,
41206,HUILA,Colombia, 248   ,216,87.1,216,87.1,64,25.8,216,87.1,216,87.1, 246 ,222,90.2,224,91.1,110,6,17,0," 1,507 ",,,
41244,HUILA,Elías, 90   ,50,55.6,50,55.6,48,53.3,50,55.6,50,55.6, 90 ,52,57.8,59,65.6,35,0,0,0, 394 ,,,
41298,HUILA,Garzón," 1,809   ",1254,69.3,1254,69.3,1285,71.0,1254,69.3,1254,69.3," 1,799 ",1388,77.2,1438,79.9,991,54,253,9," 10,434 ",,,
41306,HUILA,Gigante, 683   ,460,67.3,460,67.3,315,46.1,460,67.3,460,67.3, 679 ,445,65.5,445,65.5,320,0,43,0," 3,408 ",,,
41319,HUILA,Guadalupe, 476   ,343,72.1,343,72.1,109,22.9,343,72.1,343,72.1, 469 ,398,84.9,382,81.4,149,0,33,0," 2,443 ",,,
41349,HUILA,Hobo, 146   ,134,91.8,135,92.5,101,69.2,135,92.5,135,92.5, 145 ,130,89.7,130,89.7,98,0,6,0," 1,004 ",,,
41357,HUILA,Iquira, 240   ,231,96.3,231,96.3,132,55.0,231,96.3,231,96.3, 238 ,233,97.9,219,92.0,178,1,10,0," 1,697 ",,,
41359,HUILA,Isnos, 584   ,561,96.1,561,96.1,355,60.8,561,96.1,561,96.1, 574 ,554,96.5,535,93.2,376,9,40,0," 4,113 ",,,
41378,HUILA,La Argentina, 326   ,313,96.0,313,96.0,233,71.5,313,96.0,313,96.0, 319 ,336,105.3,336,105.3,233,0,0,0," 2,390 ",,,
